rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,record_type,member_level,url,nid,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,disabled
3790,351–400,Loughborough University,45.0–46.9,3790,32.2,441,32.6,367,61.0,646,40.3,918,88.6,129,master_account,0,/world-university-rankings/loughborough-university,837,United Kingdom,"15,815",13.8,29%,41 : 59,Loughborough University,"Art, Performing Arts & Design,Chemical Engineering,Accounting & Finance,General Engineering,Sociology,Geography,Physics & Astronomy,Economics & Econometrics,Civil Engineering,Politics & International Studies (incl Development Studies),Business & Management,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Psychology,Medicine & Dentistry,History, Philosophy & Theology,Sport Science,Other Health,Biological Sciences,Communication & Media Studies,Computer Science,Geology, Environmental, Earth & Marine Sciences,Education,Architecture,Mathematics & Statistics,Chemistry",False,False,False
3800,351–400,University of Malaya,45.0–46.9,3800,37.4,294,32.6,368,61.2,643,42.7,706,82.7,187,master_account,0,/world-university-rankings/university-malaya,606429,Malaysia,"18,320",9.8,18%,58 : 42,University of Malaya,"Chemical Engineering,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Psychology,Law,Agriculture & Forestry,Geography,Communication & Media Studies,Mechanical & Aerospace Engineering,Other Health,Archaeology,Physics & Astronomy,Computer Science,Electrical & Electronic Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,General Engineering,Architecture,Sport Science,Biological Sciences,Civil Engineering,Art, Performing Arts & Design,Business & Management,Geology, Environmental, Earth & Marine Sciences,Sociology,Economics & Econometrics,Education,Accounting & Finance,Medicine & Dentistry,Chemistry",False,False,False
3810,351–400,University of Manitoba,45.0–46.9,3810,32.7,415,31.2,403,75.0,411,38.2,1250,56.6,540,master_account,0,/world-university-rankings/university-manitoba,790,Canada,"29,561",29.4,20%,54 : 46,University of Manitoba,"Archaeology,Architecture,Sport Science,Geography,Law,Chemistry,Chemical Engineering,Medicine & Dentistry,Accounting & Finance,Business & Management,Politics & International Studies (incl Development Studies),Psychology,Civil Engineering,History, Philosophy & Theology,General Engineering,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Art, Performing Arts & Design,Computer Science,Agriculture & Forestry,Sociology,Mathematics & Statistics,Education,Mechanical & Aerospace Engineering,Other Health,Electrical & Electronic Engineering,Physics & Astronomy,Economics & Econometrics,Biological Sciences",False,False,False
3820,351–400,Mazandaran University of Medical Sciences,45.0–46.9,3820,41.8,204,11.1,1374,93.3,107,42.1,742,21.4,1636,master_account,0,/world-university-rankings/mazandaran-university-medical-sciences,622251,Iran,"7,845",15.1,1%,57 : 43,Mazandaran University of Medical Sciences,"Medicine & Dentistry,Biological Sciences,Other Health",False,False,False
3830,351–400,University of Naples Federico II,45.0–46.9,3830,34.0,377,28.3,466,77.5,367,42.6,716,32.3,1178,master_account,0,/world-university-rankings/university-naples-federico-ii,131807,Italy,"53,319",20.2,2%,55 : 45,University of Naples Federico II,"Mechanical & Aerospace Engineering,Mathematics & Statistics,Chemistry,Biological Sciences,Veterinary Science,Medicine & Dentistry,History, Philosophy & Theology,Computer Science,Politics & International Studies (incl Development Studies),Physics & Astronomy,Other Health,Chemical Engineering,Psychology,Economics & Econometrics,Art, Performing Arts & Design,Archaeology,Languages, Literature & Linguistics,Business & Management,Agriculture & Forestry,Architecture,Civil Engineering,General Engineering,Sociology,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Law,Accounting & Finance,Communication & Media Studies",False,False,False
3840,351–400,University of New Mexico (Main campus),45.0–46.9,3840,34.7,361,29.3,445,74.5,424,39.0,1113,37.6,1027,public,0,/world-university-rankings/university-new-mexico-main-campus,1025,United States,"18,046",16.9,5%,56 : 44,University of New Mexico (Main campus),"Mechanical & Aerospace Engineering,Biological Sciences,Other Health,Economics & Econometrics,Sociology,Education,Law,Geography,Medicine & Dentistry,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Chemical Engineering,History, Philosophy & Theology,Electrical & Electronic Engineering,General Engineering,Psychology,Mathematics & Statistics,Sport Science,Art, Performing Arts & Design,Business & Management,Communication & Media Studies,Chemistry,Languages, Literature & Linguistics,Architecture,Computer Science,Politics & International Studies (incl Development Studies),Physics & Astronomy",False,False,False
3850,351–400,North Carolina State University,45.0–46.9,3850,40.9,215,38.2,260,59.7,673,47.5,472,54.8,580,public,0,/world-university-rankings/north-carolina-state-university,891,United States,"31,540",16.6,14%,48 : 52,North Carolina State University,"Biological Sciences,Art, Performing Arts & Design,Chemistry,Education,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Economics & Econometrics,Civil Engineering,Psychology,Computer Science,Communication & Media Studies,History, Philosophy & Theology,Architecture,Mathematics & Statistics,General Engineering,Mechanical & Aerospace Engineering,Sociology,Business & Management,Chemical Engineering,Physics & Astronomy,Veterinary Science,Accounting & Finance,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences",False,False,False
3860,351–400,University of Rome II – Tor Vergata,45.0–46.9,3860,39.7,246,28.8,457,63.8,595,45.8,530,65.3,400,master_account,0,/world-university-rankings/university-roma-tor-vergata,131526,Italy,"24,038",30.3,20%,56 : 44,University of Rome II – Tor Vergata,"Accounting & Finance,Mathematics & Statistics,Medicine & Dentistry,Economics & Econometrics,General Engineering,History, Philosophy & Theology,Biological Sciences,Languages, Literature & Linguistics,Law,Business & Management,Chemistry,Civil Engineering,Other Health,Electrical & Electronic Engineering,Chemical Engineering,Computer Science,Physics & Astronomy,Mechanical & Aerospace Engineering",False,False,False
3870,351–400,"Royal Holloway, University of London",45.0–46.9,3870,28.7,576,28.4,462,67.6,525,39.5,1038,91.6,97,master_account,0,/world-university-rankings/royal-holloway-university-london,571,United Kingdom,"10,640",15.1,35%,57 : 43,"Royal Holloway, University of London","Politics & International Studies (incl Development Studies),Mathematics & Statistics,Agriculture & Forestry,Physics & Astronomy,Communication & Media Studies,Art, Performing Arts & Design,Law,Chemistry,General Engineering,Languages, Literature & Linguistics,Other Health,Geology, Environmental, Earth & Marine Sciences,Sport Science,Archaeology,Economics & Econometrics,Education,Electrical & Electronic Engineering,Biological Sciences,Psychology,Sociology,Business & Management,Accounting & Finance,Medicine & Dentistry,Computer Science,Geography,History, Philosophy & Theology",False,False,False
3880,351–400,Royal Veterinary College,45.0–46.9,3880,24.4,791,20.1,743,79.6,328,46.6,502,93.4,76,master_account,0,/world-university-rankings/royal-veterinary-college,131747,United Kingdom,"2,250",10.5,30%,80 : 20,Royal Veterinary College,"Biological Sciences,Veterinary Science",False,False,False
3890,351–400,Rush University,45.0–46.9,3890,40.9,216,15.3,1007,90.1,149,44.1,609,22.1,1605,master_account,0,/world-university-rankings/rush-university,131585,United States,"2,757",2.1,1%,76 : 24,Rush University,"Biological Sciences,Medicine & Dentistry,Other Health",False,False,False
3900,351–400,Shoolini University of Biotechnology and Management Sciences,45.0–46.9,3900,23.2,866,14.4,1078,98.3,41,37.9,1331,49.1,693,master_account,0,/world-university-rankings/shoolini-university-biotechnology-and-management-sciences,589259,India,"2,973",14.3,2%,45 : 55,Shoolini University of Biotechnology and Management Sciences Shoolini,"Electrical & Electronic Engineering,History, Philosophy & Theology,Psychology,Education,Chemistry,Agriculture & Forestry,Business & Management,Communication & Media Studies,Economics & Econometrics,General Engineering,Languages, Literature & Linguistics,Computer Science,Law,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Mechanical & Aerospace Engineering,Mathematics & Statistics,Art, Performing Arts & Design,Civil Engineering,Physics & Astronomy,Other Health",False,False,False
3910,351–400,University of Stirling,45.0–46.9,3910,22.9,886,25.9,528,79.4,335,37.3,1536,86.1,155,master_account,0,/world-university-rankings/university-stirling,804,United Kingdom,"9,855",16.0,27%,64 : 36,University of Stirling,"Accounting & Finance,Communication & Media Studies,Biological Sciences,History, Philosophy & Theology,Sport Science,Business & Management,Law,Education,Psychology,Geology, Environmental, Earth & Marine Sciences,Sociology,Computer Science,Languages, Literature & Linguistics,General Engineering,Other Health,Mathematics & Statistics,Economics & Econometrics,Politics & International Studies (incl Development Studies)",False,False,False
3920,351–400,Swedish University of Agricultural Sciences,45.0–46.9,3920,29.9,529,31.4,398,71.8,460,89.2,75,52.1,626,master_account,0,/world-university-rankings/swedish-university-agricultural-sciences,711,Sweden,"4,216",4.6,7%,70 : 30,Swedish University of Agricultural Sciences,"Civil Engineering,Communication & Media Studies,Biological Sciences,Agriculture & Forestry,Architecture,Business & Management,Economics & Econometrics,Veterinary Science,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences",False,False,False
3930,351–400,University of Texas at Dallas,45.0–46.9,3930,24.8,762,27.0,499,81.3,292,42.7,709,56.4,545,public,0,/world-university-rankings/university-texas-dallas,733,United States,"25,464",21.6,20%,43 : 57,University of Texas at Dallas utd,"Computer Science,Psychology,Chemistry,History, Philosophy & Theology,Economics & Econometrics,Mechanical & Aerospace Engineering,Geography,General Engineering,Business & Management,Biological Sciences,Accounting & Finance,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Art, Performing Arts & Design,Mathematics & Statistics,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Other Health,Sociology",False,False,False
3940,351–400,Tulane University,45.0–46.9,3940,41.9,202,23.0,627,73.6,434,38.8,1154,43.8,836,private,0,/world-university-rankings/tulane-university,686,United States,"11,220",7.5,11%,58 : 42,Tulane University,"Languages, Literature & Linguistics,Chemistry,Art, Performing Arts & Design,Computer Science,Biological Sciences,Architecture,Education,Business & Management,General Engineering,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Mechanical & Aerospace Engineering,Sociology,History, Philosophy & Theology,Sport Science,Accounting & Finance,Agriculture & Forestry,Communication & Media Studies,Other Health,Law,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Physics & Astronomy,Economics & Econometrics,Psychology,Mathematics & Statistics",False,False,False
3950,351–400,University of Turku,45.0–46.9,3950,27.7,615,32.6,369,73.9,429,38.7,1170,53.5,598,master_account,6,/world-university-rankings/university-turku,861,Finland,"13,012",15.3,5%,64 : 36,University of Turku,"Accounting & Finance,Other Health,Mathematics & Statistics,Computer Science,Communication & Media Studies,Archaeology,Law,Chemical Engineering,Business & Management,Education,Geography,Languages, Literature & Linguistics,Biological Sciences,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Sociology,Economics & Econometrics,Politics & International Studies (incl Development Studies),Chemistry,Medicine & Dentistry,Physics & Astronomy,Psychology,Civil Engineering",False,False,False
3960,351–400,University of Vaasa,45.0–46.9,3960,19.6,1167,25.5,542,88.0,183,38.5,1194,66.2,389,master_account,6,/world-university-rankings/university-vaasa,660806,Finland,"3,873",20.0,4%,53 : 47,University of Vaasa,"Accounting & Finance,Electrical & Electronic Engineering,Business & Management,Computer Science,Economics & Econometrics,Communication & Media Studies",False,False,False
3970,351–400,Verona University,45.0–46.9,3970,31.4,469,26.0,523,80.0,317,45.5,544,42.4,891,master_account,0,/world-university-rankings/verona-university,131550,Italy,"18,621",23.8,4%,64 : 36,Verona University,"Other Health,Sport Science,Archaeology,Economics & Econometrics,Geography,History, Philosophy & Theology,Law,Medicine & Dentistry,Mathematics & Statistics,Education,Psychology,Business & Management,Biological Sciences,Languages, Literature & Linguistics,General Engineering,Art, Performing Arts & Design,Sociology,Accounting & Finance,Communication & Media Studies,Computer Science,Agriculture & Forestry",False,False,False
3980,351–400,Wake Forest University,45.0–46.9,3980,39.4,253,20.2,737,81.9,282,45.7,535,33.0,1167,private,0,/world-university-rankings/wake-forest-university,627,United States,"8,122",4.0,10%,54 : 46,Wake Forest University,"Law,Chemistry,Accounting & Finance,Biological Sciences,History, Philosophy & Theology,Sport Science,Business & Management,General Engineering,Sociology,Economics & Econometrics,Mathematics & Statistics,Languages, Literature & Linguistics,Education,Communication & Media Studies,Other Health,Physics & Astronomy,Medicine & Dentistry,Psychology,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Computer Science,Politics & International Studies (incl Development Studies)",False,False,False
3990,351–400,Washington State University,45.0–46.9,3990,33.4,398,32.7,364,69.6,494,50.8,396,50.1,666,public,0,/world-university-rankings/washington-state-university,814,United States,"29,463",19.5,7%,54 : 46,Washington State University,"Medicine & Dentistry,Geography,Agriculture & Forestry,Accounting & Finance,Chemistry,Civil Engineering,Architecture,Electrical & Electronic Engineering,Physics & Astronomy,Languages, Literature & Linguistics,Psychology,Computer Science,Business & Management,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,General Engineering,History, Philosophy & Theology,Sport Science,Mechanical & Aerospace Engineering,Mathematics & Statistics,Archaeology,Sociology,Art, Performing Arts & Design,Education,Veterinary Science,Biological Sciences,Economics & Econometrics,Politics & International Studies (incl Development Studies),Communication & Media Studies,Other Health",False,False,False
4000,351–400,Wroclaw Medical University,45.0–46.9,4000,39.6,248,11.7,1312,89.0,167,38.2,1263,37.5,1030,master_account,0,/world-university-rankings/wroclaw-medical-university,623634,Poland,"6,769",9.4,14%,71 : 29,Wroclaw Medical University,"Medicine & Dentistry,Other Health",False,False,False
4010,401–500,Alagappa University,42.1–44.9,4010,34.6,363,11.0,1386,82.8,269,37.2,1550,35.1,1094,master_account,0,/world-university-rankings/alagappa-university,624270,India,"4,831",15.7,0%,63 : 37,Alagappa University,"History, Philosophy & Theology,Sport Science,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Chemistry,Psychology,Economics & Econometrics,Physics & Astronomy,Languages, Literature & Linguistics,Computer Science,Education,Business & Management,Biological Sciences,Mathematics & Statistics,Sociology",False,False,False
4020,401–500,University of Alaska Fairbanks,42.1–44.9,4020,29.1,560,24.9,558,70.0,484,47.7,464,60.0,478,public,0,/world-university-rankings/university-alaska-fairbanks,963,United States,"2,910",7.2,6%,53 : 47,University of Alaska Fairbanks,"Education,Accounting & Finance,Psychology,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Art, Performing Arts & Design,General Engineering,Communication & Media Studies,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Mathematics & Statistics,Geography,Sociology,Economics & Econometrics,Architecture,Biological Sciences,Other Health,History, Philosophy & Theology,Civil Engineering,Chemistry,Computer Science,Business & Management,Agriculture & Forestry,Languages, Literature & Linguistics",False,False,False
4030,401–500,Arak University of Medical Sciences,42.1–44.9,4030,24.6,774,8.8,1668,100.0,1,36.9,1721,17.9,1748,master_account,0,/world-university-rankings/arak-university-medical-sciences,718549,Iran,"3,500",7.4,1%,56 : 44,Arak University of Medical Sciences,"Medicine & Dentistry,Other Health",False,False,False
4040,401–500,Aston University,42.1–44.9,4040,20.5,1075,24.9,559,76.8,376,38.8,1142,92.6,87,master_account,0,/world-university-rankings/aston-university,816,United Kingdom,"12,015",17.8,25%,48 : 52,Aston University,"Chemical Engineering,Sociology,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Biological Sciences,General Engineering,Medicine & Dentistry,Mathematics & Statistics,Economics & Econometrics,Accounting & Finance,Mechanical & Aerospace Engineering,Psychology,Other Health,Chemistry,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Civil Engineering,Computer Science,Law,Business & Management",False,False,False
4050,401–500,Aswan University,42.1–44.9,4050,16.7,1521,11.6,1314,98.5,35,37.0,1642,47.8,722,master_account,0,/world-university-rankings/aswan-university,644084,Egypt,"31,877",46.7,2%,55 : 45,Aswan University,"General Engineering,Chemistry,Economics & Econometrics,Agriculture & Forestry,Psychology,Architecture,Medicine & Dentistry,Mechanical & Aerospace Engineering,Communication & Media Studies,Computer Science,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Education,Sport Science,Other Health,Veterinary Science,Archaeology,Business & Management,Biological Sciences,Geography,History, Philosophy & Theology,Electrical & Electronic Engineering,Mathematics & Statistics,Art, Performing Arts & Design,Civil Engineering,Physics & Astronomy,Sociology,Chemical Engineering,Law,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics",False,False,False
4060,401–500,Babol University of Medical Sciences,42.1–44.9,4060,32.3,436,10.6,1434,97.3,54,37.3,1496,18.4,1730,master_account,0,/world-university-rankings/babol-university-medical-sciences,625236,Iran,"4,102",11.8,0%,58 : 42,Babol University of Medical Sciences,"Biological Sciences,Medicine & Dentistry,Other Health",False,False,False
4070,401–500,Babol Noshirvani University of Technology,42.1–44.9,4070,20.3,1098,20.9,709,98.4,37,38.5,1181,22.9,1572,master_account,0,/world-university-rankings/babol-noshirvani-university-technology,621564,Iran,"6,180",28.7,0%,33 : 67,Babol Noshirvani University of Technology,"Chemical Engineering,General Engineering,Business & Management,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Civil Engineering,Electrical & Electronic Engineering,Computer Science,Chemistry,Mechanical & Aerospace Engineering,Physics & Astronomy,Biological Sciences",False,False,False
4080,401–500,Bangor University,42.1–44.9,4080,28.3,589,24.7,565,72.6,447,37.4,1457,84.3,168,master_account,0,/world-university-rankings/bangor-university,715,United Kingdom,"8,790",15.7,26%,61 : 39,Bangor University,"Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Psychology,Computer Science,Sociology,Art, Performing Arts & Design,Law,Education,History, Philosophy & Theology,Sport Science,Business & Management,Agriculture & Forestry,Accounting & Finance,Biological Sciences,Other Health,Communication & Media Studies,Archaeology,Economics & Econometrics,Geography",False,False,False
